x1,x2,x3,x4
21,Assault,12,29
21,Non-Criminal,15,24
20,Other Miscellaneous,28,19
17,Malicious Mischief,23,26
19,Assault,26,26
21,Larceny Theft,33,28
20,Motor Vehicle Theft,27,27
21,Non-Criminal,26,28
22,Missing Person,26,29
21,Malicious Mischief,25,34
9,Fraud,27,28
9,Larceny Theft,27,28
22,Malicious Mischief,29,29
20,Assault,27,29
21,Larceny Theft,19,10
22,Other Miscellaneous,26,32
21,Larceny Theft,32,24
14,Warrant,20,25
21,Larceny Theft,33,27
23,Assault,19,22
19,Recovered Vehicle,26,32
22,Sex Offense,29,32
22,Suspicious Occ,29,32
23,Assault,23,8
18,Motor Vehicle Theft,20,24
12,Motor Vehicle Theft,29,30
7,Non-Criminal,8,29
22,Assault,25,28
4,Suspicious Occ,26,27
22,Larceny Theft,30,31
22,Non-Criminal,31,21
19,Larceny Theft,26,29
0,Non-Criminal,27,33
2,Robbery,26,27
12,Offences Against The Family And Children,23,27
12,Suspicious Occ,23,27
2,Larceny Theft,9,32
2,Other Miscellaneous,9,32
2,Other Miscellaneous,9,32
2,Robbery,15,24
3,Weapons Offense,4,34
0,Non-Criminal,24,33
1,Larceny Theft,1,16
2,Malicious Mischief,19,26
2,Other Miscellaneous,19,26
2,Traffic Collision,19,26
23,Offences Against The Family And Children,9,34
0,Burglary,12,35
1,Arson,22,27
1,Offences Against The Family And Children,19,25
23,Malicious Mischief,23,27
1,Burglary,25,26
22,Other Miscellaneous,7,35
4,Assault,25,26
4,Burglary,27,28
22,Other Miscellaneous,28,29
4,Non-Criminal,26,28
4,Other Offenses,22,20
4,Warrant,22,20
3,Lost Property,27,32
9,Larceny Theft,20,26
16,Larceny Theft,19,26
20,Larceny Theft,20,24
14,Larceny Theft,20,25
18,Malicious Mischief,17,23
15,Larceny Theft,15,28
7,Larceny Theft,19,22
19,Larceny Theft,19,28
18,Lost Property,17,26
7,Malicious Mischief,19,28
7,Larceny Theft,22,25
15,Larceny Theft,26,30
21,Larceny Theft,26,23
10,Lost Property,26,23
12,Larceny Theft,29,25
18,Malicious Mischief,19,2
17,Larceny Theft,25,30
9,Larceny Theft,25,29
20,Larceny Theft,23,28
19,Larceny Theft,27,34
10,Larceny Theft,26,31
0,Larceny Theft,24,29
19,Larceny Theft,33,27
14,Larceny Theft,18,24
17,Larceny Theft,19,26
3,Larceny Theft,23,27
11,Larceny Theft,25,24
17,Larceny Theft,25,24
12,Larceny Theft,27,33
2,Larceny Theft,27,32
18,Larceny Theft,21,29
16,Larceny Theft,26,30
18,Lost Property,28,32
21,Larceny Theft,21,23
8,Larceny Theft,22,28
22,Larceny Theft,23,28
22,Larceny Theft,23,29
18,Malicious Mischief,29,29
12,Lost Property,28,29
18,Malicious Mischief,29,27
20,Larceny Theft,27,33
16,Lost Property,23,32
22,Larceny Theft,25,30
12,Larceny Theft,18,23
15,Lost Property,29,29
18,Larceny Theft,26,29
17,Larceny Theft,33,28
14,Malicious Mischief,15,26
18,Larceny Theft,20,24
19,Larceny Theft,18,28
22,Larceny Theft,17,25
21,Larceny Theft,14,26
0,Larceny Theft,16,25
18,Larceny Theft,15,21
8,Larceny Theft,19,23
16,Lost Property,20,23
13,Larceny Theft,24,28
12,Larceny Theft,25,30
15,Larceny Theft,26,32
20,Larceny Theft,22,30
22,Larceny Theft,25,33
0,Larceny Theft,22,28
15,Lost Property,16,26
3,Larceny Theft,18,26
14,Larceny Theft,17,29
21,Larceny Theft,20,25
19,Larceny Theft,21,28
19,Larceny Theft,23,27
9,Lost Property,22,33
10,Lost Property,2,14
20,Larceny Theft,27,34
22,Larceny Theft,25,30
14,Lost Property,28,33
0,Larceny Theft,24,29
22,Larceny Theft,25,31
7,Lost Property,27,30
20,Lost Property,17,24
23,Larceny Theft,23,29
1,Larceny Theft,19,28
22,Larceny Theft,27,25
7,Lost Property,26,34
9,Larceny Theft,22,26
18,Larceny Theft,23,31
22,Malicious Mischief,24,28
8,Larceny Theft,28,28
19,Malicious Mischief,30,31
19,Larceny Theft,24,30
22,Larceny Theft,25,30
14,Lost Property,25,30
7,Larceny Theft,26,34
11,Larceny Theft,19,25
18,Larceny Theft,14,24
11,Other Miscellaneous,16,26
17,Larceny Theft,16,24
15,Larceny Theft,16,24
14,Larceny Theft,33,27
12,Larceny Theft,33,27
17,Larceny Theft,27,29
13,Larceny Theft,27,30
19,Larceny Theft,23,28
6,Larceny Theft,17,25
12,Larceny Theft,18,21
13,Larceny Theft,19,24
15,Larceny Theft,20,23
0,Larceny Theft,21,26
14,Larceny Theft,17,27
13,Larceny Theft,17,27
19,Malicious Mischief,20,27
2,Lost Property,27,26
4,Larceny Theft,19,26
15,Larceny Theft,21,29
0,Larceny Theft,23,25
16,Larceny Theft,24,25
17,Larceny Theft,19,19
1,Larceny Theft,22,28
14,Larceny Theft,21,19
16,Larceny Theft,27,29
4,Larceny Theft,33,26
21,Larceny Theft,30,29
9,Larceny Theft,30,31
22,Lost Property,27,30
19,Larceny Theft,23,33
14,Larceny Theft,16,24
22,Larceny Theft,16,25
11,Other,26,27
18,Larceny Theft,17,25
14,Larceny Theft,19,27
17,Lost Property,19,26
9,Larceny Theft,15,25
13,Larceny Theft,18,26
4,Recovered Vehicle,12,29
1,Larceny Theft,21,28
21,Larceny Theft,24,31
20,Larceny Theft,23,32
22,Larceny Theft,25,31
21,Larceny Theft,23,27
20,Lost Property,25,30
15,Larceny Theft,22,28
17,Larceny Theft,22,28
15,Larceny Theft,33,28
14,Larceny Theft,33,29
0,Lost Property,30,28
16,Malicious Mischief,27,29
0,Larceny Theft,26,30
22,Larceny Theft,23,30
11,Larceny Theft,22,33
20,Larceny Theft,25,31
13,Larceny Theft,18,24
20,Larceny Theft,17,26
16,Larceny Theft,20,23
14,Lost Property,28,32
15,Larceny Theft,22,28
23,Larceny Theft,22,25
21,Larceny Theft,31,20
13,Assault,19,25
1,Larceny Theft,9,29
20,Larceny Theft,25,30
21,Larceny Theft,29,32
21,Larceny Theft,31,26
21,Larceny Theft,33,28
21,Larceny Theft,30,31
20,Malicious Mischief,28,26
15,Larceny Theft,32,25
22,Larceny Theft,22,26
13,Larceny Theft,19,26
21,Larceny Theft,15,29
20,Larceny Theft,18,29
7,Larceny Theft,20,29
19,Larceny Theft,18,23
14,Larceny Theft,18,25
22,Larceny Theft,26,32
22,Larceny Theft,26,23
18,Larceny Theft,24,31
10,Larceny Theft,22,27
20,Larceny Theft,27,33
1,Larceny Theft,31,20
14,Larceny Theft,25,30
19,Malicious Mischief,25,33
16,Lost Property,23,32
20,Larceny Theft,30,30
17,Larceny Theft,27,29
21,Malicious Mischief,30,31
12,Larceny Theft,32,26
12,Lost Property,32,27
23,Larceny Theft,29,26
13,Larceny Theft,18,24
4,Larceny Theft,22,21
15,Larceny Theft,26,34
14,Larceny Theft,16,26
17,Larceny Theft,27,29
12,Larceny Theft,17,24
0,Burglary,18,28
11,Larceny Theft,25,30
13,Larceny Theft,26,31
17,Lost Property,25,29
22,Burglary,19,28
23,Larceny Theft,15,25
18,Larceny Theft,33,27
18,Larceny Theft,25,31
21,Larceny Theft,33,25
8,Larceny Theft,15,22
21,Larceny Theft,19,26
0,Larceny Theft,26,23
19,Larceny Theft,25,29
23,Larceny Theft,25,31
18,Larceny Theft,20,24
21,Larceny Theft,15,29
13,Larceny Theft,27,33
9,Larceny Theft,22,33
12,Larceny Theft,6,22
4,Larceny Theft,25,25
5,Robbery,18,21
6,Robbery,24,27
6,Assault,30,29
6,Other,15,28
6,Malicious Mischief,15,29
6,Malicious Mischief,27,29
6,Malicious Mischief,24,29
11,Larceny Theft,26,29
7,Non-Criminal,22,10
0,Fraud,8,34
2,Motor Vehicle Theft,27,24
22,Malicious Mischief,18,23
7,Non-Criminal,32,19
9,Fraud,23,23
9,Larceny Theft,20,26
9,Larceny Theft,25,28
9,Malicious Mischief,25,28
9,Non-Criminal,25,28
23,Malicious Mischief,20,25
17,Motor Vehicle Theft,23,20
9,Assault,18,22
9,Offences Against The Family And Children,18,22
23,Larceny Theft,18,23
6,Traffic Violation Arrest,7,23
6,Other Miscellaneous,7,23
15,Larceny Theft,16,26
15,Fraud,16,26
14,Larceny Theft,33,27
3,Motor Vehicle Theft,22,21
15,Malicious Mischief,1,14
17,Larceny Theft,26,29
13,Burglary,2,26
10,Larceny Theft,27,29
16,Larceny Theft,24,30
12,Fraud,23,3
0,Suspicious Occ,19,26
10,Assault,24,26
9,Motor Vehicle Theft,24,24
10,Larceny Theft,5,30
10,Offences Against The Family And Children,18,25
10,Other Miscellaneous,18,25
10,Other Miscellaneous,18,25
11,Larceny Theft,15,19
7,Non-Criminal,28,31
18,Larceny Theft,15,19
12,Larceny Theft,21,17
11,Recovered Vehicle,25,26
8,Larceny Theft,9,22
12,Larceny Theft,31,26
7,Non-Criminal,25,30
10,Traffic Violation Arrest,5,22
10,Other Miscellaneous,5,22
12,Non-Criminal,26,29
0,Fraud,32,27
12,Larceny Theft,23,29
9,Arson,7,22
11,Larceny Theft,26,31
11,Stolen Property,26,31
11,Weapons Carrying Etc,26,31
16,Motor Vehicle Theft,32,25
18,Embezzlement,2,19
18,Burglary,9,29
0,Larceny Theft,15,33
18,Motor Vehicle Theft,23,21
13,Assault,24,27
15,Other Offenses,16,25
18,Other,19,7
11,Larceny Theft,19,2
12,Malicious Mischief,29,24
12,Traffic Violation Arrest,29,24
12,Arson,2,26
13,Non-Criminal,33,26
2,Non-Criminal,18,22
11,Larceny Theft,25,25
13,Vehicle Misplaced,25,22
19,Malicious Mischief,30,28
23,Motor Vehicle Theft,4,34
13,Non-Criminal,11,11
13,Other,11,11
11,Robbery,16,26
14,Other Miscellaneous,4,34
18,Fraud,2,30
9,Larceny Theft,22,27
14,Larceny Theft,26,26
15,Other Miscellaneous,24,27
11,Malicious Mischief,12,30
15,Assault,21,24
15,Other Miscellaneous,21,24
15,Warrant,21,24
14,Non-Criminal,20,12
11,Assault,10,33
11,Malicious Mischief,10,33
12,Larceny Theft,31,19
15,Assault,26,29
12,Non-Criminal,19,26
19,Larceny Theft,33,27
12,Larceny Theft,20,15
13,Robbery,27,28
12,Larceny Theft,26,29
12,Fraud,26,29
22,Malicious Mischief,10,29
11,Sex Offense,16,21
15,Lost Property,24,26
16,Assault,25,28
16,Assault,25,28
14,Robbery,25,30
14,Assault,25,30
14,Assault,25,30
11,Larceny Theft,15,34
17,Larceny Theft,12,29
17,Missing Person,21,21
12,Non-Criminal,30,29
18,Assault,27,29
18,Assault,27,29
18,Assault,27,29
11,Larceny Theft,29,25
15,Weapons Offense,1,26
15,Family Offense,1,26
15,Disorderly Conduct,1,26
23,Larceny Theft,9,33
11,Non-Criminal,26,29
13,Larceny Theft,24,32
16,Weapons Carrying Etc,28,30
16,Weapons Carrying Etc,28,30
16,Other Miscellaneous,28,30
14,Non-Criminal,25,20
15,Non-Criminal,26,26
19,Larceny Theft,19,28
11,Larceny Theft,21,29
12,Traffic Violation Arrest,11,28
12,Other Miscellaneous,11,28
8,Larceny Theft,22,9
15,Non-Criminal,23,33
16,Warrant,29,25
17,Motor Vehicle Theft,22,17
13,Larceny Theft,33,28
14,Malicious Mischief,4,21
17,Assault,26,23
17,Disorderly Conduct,26,23
17,Malicious Mischief,26,23
16,Larceny Theft,14,26
17,Robbery,25,27
17,Assault,25,27
14,Larceny Theft,20,14
17,Recovered Vehicle,30,30
16,Larceny Theft,19,23
13,Motor Vehicle Theft,3,22
15,Assault,26,25
18,Assault,25,27
18,Other Miscellaneous,25,27
18,Other Offenses,24,14
18,Lost Property,25,17
5,Motor Vehicle Theft,30,31
12,Non-Criminal,26,29
18,Burglary,21,23
10,Larceny Theft,21,19
14,Larceny Theft,33,29
21,Motor Vehicle Theft,23,29
16,Non-Criminal,23,26
0,Larceny Theft,9,27
17,Family Offense,5,28
17,Offences Against The Family And Children,5,28
17,Disorderly Conduct,5,28
21,Missing Person,16,8
16,Larceny Theft,32,26
19,Other Miscellaneous,26,29
19,Other Miscellaneous,26,29
18,Assault,18,22
12,Larceny Theft,22,28
18,Assault,15,5
22,Larceny Theft,18,33
19,Other Miscellaneous,26,29
11,Burglary,17,30
19,Assault,26,29
19,Other Miscellaneous,26,29
19,Other Miscellaneous,26,29
12,Fraud,23,14
15,Larceny Theft,19,22
0,Larceny Theft,29,31
17,Larceny Theft,14,13
17,Recovered Vehicle,14,13
17,Traffic Violation Arrest,14,13
14,Larceny Theft,24,28
14,Other Miscellaneous,24,28
17,Larceny Theft,25,31
14,Motor Vehicle Theft,12,11
17,Assault,10,4
17,Offences Against The Family And Children,10,4
19,Larceny Theft,26,29
13,Larceny Theft,17,26
2,Larceny Theft,27,26
2,Fraud,27,26
15,Larceny Theft,26,29
19,Assault,25,26
19,Assault,25,26
19,Other Miscellaneous,25,26
17,Other Miscellaneous,30,20
16,Larceny Theft,25,28
17,Burglary,23,21
21,Lost Property,24,27
15,Larceny Theft,16,25
18,Robbery,24,29
18,Malicious Mischief,24,29
18,Malicious Mischief,24,29
18,Drug Offense,6,20
18,Non-Criminal,6,20
18,Fire Report,6,20
19,Other Miscellaneous,23,30
18,Larceny Theft,18,24
16,Other Miscellaneous,23,28
16,Other Miscellaneous,23,28
16,Warrant,23,28
18,Larceny Theft,26,31
18,Lost Property,25,30
14,Larceny Theft,32,25
19,Assault,22,17
17,Larceny Theft,21,19
11,Missing Person,28,32
21,Recovered Vehicle,25,28
9,Missing Person,23,29
16,Other Miscellaneous,22,21
16,Malicious Mischief,22,21
17,Larceny Theft,28,28
3,Burglary,31,27
11,Malicious Mischief,29,30
18,Non-Criminal,22,28
23,Motor Vehicle Theft,21,19
17,Larceny Theft,28,25
17,Robbery,15,26
21,Robbery,17,26
21,Assault,17,26
19,Warrant,19,27
21,Larceny Theft,24,10
1,Missing Person,18,22
1,Missing Person,18,22
16,Non-Criminal,28,31
21,Other Miscellaneous,17,27
21,Warrant,17,27
10,Burglary,17,11
18,Suspicious Occ,18,22
21,Robbery,28,30
16,Assault,18,22
23,Motor Vehicle Theft,22,21
18,Larceny Theft,28,24
19,Larceny Theft,20,29
22,Assault,18,22
22,Disorderly Conduct,18,22
22,Other Miscellaneous,18,22
23,Malicious Mischief,27,30
12,Missing Person,10,34
18,Burglary,27,30
22,Malicious Mischief,29,29
22,Recovered Vehicle,3,22
18,Larceny Theft,33,27
22,Non-Criminal,26,27
19,Assault,17,25
19,Non-Criminal,29,31
8,Motor Vehicle Theft,23,13
21,Assault,18,3
23,Miscellaneous Investigation,19,22
18,Non-Criminal,3,22
21,Robbery,21,23
21,Non-Criminal,5,21
19,Assault,19,26
19,Malicious Mischief,19,26
22,Larceny Theft,29,29
22,Other Miscellaneous,29,29
0,Malicious Mischief,18,26
23,Robbery,29,25
23,Malicious Mischief,27,30
21,Malicious Mischief,20,28
0,Other Miscellaneous,11,31
0,Other Miscellaneous,11,31
0,Burglary,11,35
21,Assault,18,26
0,Other Miscellaneous,11,35
1,Larceny Theft,18,22
11,Non-Criminal,28,25
21,Robbery,25,27
21,Assault,25,27
0,Weapons Offense,30,30
0,Other Miscellaneous,30,30
0,Traffic Violation Arrest,30,30
21,Recovered Vehicle,8,23
23,Robbery,27,25
16,Miscellaneous Investigation,6,21
17,Burglary,24,27
22,Larceny Theft,27,32
22,Malicious Mischief,27,32
14,Burglary,7,15
1,Assault,16,28
1,Other Miscellaneous,16,28
1,Other Miscellaneous,16,28
11,Drug Offense,26,31
11,Drug Offense,26,31
11,Drug Offense,26,31
17,Other,17,29
0,Assault,8,35
1,Other,16,12
21,Non-Criminal,16,11
2,Non-Criminal,25,27
1,Non-Criminal,15,5
0,Robbery,26,24
23,Robbery,24,27
0,Larceny Theft,27,29
0,Malicious Mischief,27,29
2,Burglary,27,30
1,Burglary,25,30
0,Non-Criminal,22,27
21,Larceny Theft,28,29
17,Larceny Theft,29,32
2,Malicious Mischief,30,28
14,Larceny Theft,33,27
20,Lost Property,27,33
14,Lost Property,29,28
12,Larceny Theft,10,26
19,Larceny Theft,1,26
1,Larceny Theft,25,32
18,Larceny Theft,20,22
22,Larceny Theft,25,13
15,Lost Property,27,26
20,Larceny Theft,29,30
17,Larceny Theft,32,28
22,Larceny Theft,32,25
1,Larceny Theft,30,30
19,Larceny Theft,26,6
10,Larceny Theft,24,2
16,Malicious Mischief,26,19
18,Lost Property,33,26
10,Larceny Theft,32,26
22,Larceny Theft,32,27
12,Larceny Theft,20,32
20,Larceny Theft,27,29
18,Larceny Theft,28,32
17,Larceny Theft,29,31
16,Larceny Theft,33,27
20,Larceny Theft,33,27
10,Larceny Theft,19,13
11,Malicious Mischief,7,17
10,Larceny Theft,22,27
18,Malicious Mischief,25,19
16,Larceny Theft,33,27
13,Larceny Theft,27,30
14,Larceny Theft,33,27
15,Larceny Theft,26,29
22,Larceny Theft,26,29
15,Larceny Theft,28,32
20,Larceny Theft,25,31
0,Larceny Theft,24,29
0,Larceny Theft,26,32
11,Malicious Mischief,30,31
12,Larceny Theft,32,25
7,Lost Property,28,27
8,Larceny Theft,27,27
19,Larceny Theft,31,25
18,Larceny Theft,22,2
17,Larceny Theft,23,25
14,Lost Property,3,22
12,Larceny Theft,28,33
9,Larceny Theft,24,29
8,Larceny Theft,28,31
13,Larceny Theft,33,26
21,Larceny Theft,29,29
13,Larceny Theft,5,17
21,Larceny Theft,22,33
15,Larceny Theft,33,28
18,Larceny Theft,26,29
19,Lost Property,33,27
18,Lost Property,12,4
1,Larceny Theft,30,30
0,Larceny Theft,27,26
14,Larceny Theft,33,27
12,Larceny Theft,32,25
14,Larceny Theft,32,29
11,Larceny Theft,32,29
21,Larceny Theft,33,28
0,Larceny Theft,9,14
16,Lost Property,25,33
17,Burglary,25,24
18,Larceny Theft,29,30
14,Larceny Theft,33,27
20,Larceny Theft,32,25
17,Larceny Theft,33,27
19,Larceny Theft,22,26
11,Larceny Theft,32,19
17,Larceny Theft,29,29
16,Larceny Theft,22,2
11,Larceny Theft,22,27
11,Larceny Theft,33,28
14,Arson,26,27
13,Weapons Carrying Etc,19,16
16,Motor Vehicle Theft,27,24
19,Larceny Theft,22,18
5,Malicious Mischief,21,29
12,Motor Vehicle Theft,16,28
5,Assault,17,29
5,Other Miscellaneous,17,29
2,Non-Criminal,19,23
5,Non-Criminal,26,26
4,Other Miscellaneous,17,29
4,Warrant,17,29
7,Malicious Mischief,28,25
15,Suspicious Occ,26,28
2,Other Miscellaneous,17,29
7,Motor Vehicle Theft,33,26
7,Burglary,24,28
7,Stolen Property,24,28
10,Assault,23,30
7,Drug Offense,24,28
19,Motor Vehicle Theft,27,27
6,Non-Criminal,33,25
21,Larceny Theft,17,24
11,Larceny Theft,26,32
17,Motor Vehicle Theft,19,25
8,Larceny Theft,29,29
9,Larceny Theft,6,15
8,Assault,25,28
0,Fraud,4,22
0,Case Closure,4,22
0,Fraud,24,3
17,Motor Vehicle Theft,26,27
9,Larceny Theft,15,13
9,Fraud,15,13
21,Motor Vehicle Theft,12,7
0,Miscellaneous Investigation,4,12
8,Robbery,16,27
7,Other Miscellaneous,22,11
22,Robbery,19,25
22,Assault,19,25
22,Assault,19,25
8,Sex Offense,23,30
10,Burglary,7,15
8,Recovered Vehicle,22,29
10,Missing Person,22,17
8,Sex Offense,23,30
8,Arson,12,25
5,Larceny Theft,28,25
8,Sex Offense,23,30
9,Forgery And Counterfeiting,3,24
9,Traffic Violation Arrest,3,24
23,Robbery,25,26
1,Non-Criminal,7,33
22,Malicious Mischief,15,31
8,Juvenile Offenses,11,9
11,Larceny Theft,23,30
5,Larceny Theft,26,23
7,Robbery,19,26
7,Other Miscellaneous,19,26
7,Other Miscellaneous,19,26
10,Burglary,29,31
8,Robbery,33,27
8,Other Miscellaneous,33,27
8,Sex Offense,23,30
18,Disorderly Conduct,19,4
18,Malicious Mischief,19,4
8,Sex Offense,23,30
12,Larceny Theft,26,29
8,Sex Offense,23,30
9,Fraud,13,10
9,Suspicious Occ,13,10
18,Burglary,7,30
8,Sex Offense,23,30
8,Sex Offense,23,30
11,Warrant,26,26
8,Suspicious Occ,23,30
8,Case Closure,23,30
11,Recovered Vehicle,22,15
9,Larceny Theft,23,32
9,Non-Criminal,23,32
8,Non-Criminal,26,23
8,Suspicious Occ,23,30
8,Case Closure,23,30
0,Larceny Theft,23,29
10,Assault,19,17
10,Non-Criminal,19,17
12,Larceny Theft,32,26
9,Non-Criminal,23,23
9,Assault,21,34
18,Motor Vehicle Theft,7,23
14,Drug Offense,15,22
14,Drug Offense,15,22
11,Recovered Vehicle,33,27
10,Drug Offense,25,28
11,Larceny Theft,12,25
20,Robbery,16,27
10,Other,26,27
11,Larceny Theft,26,30
20,Larceny Theft,10,34
0,Larceny Theft,5,34
16,Non-Criminal,25,27
21,Motor Vehicle Theft,19,29
12,Assault,24,29
12,Offences Against The Family And Children,23,30
12,Offences Against The Family And Children,23,30
12,Case Closure,23,30
1,Burglary,28,23
12,Larceny Theft,10,33
10,Robbery,26,29
10,Suspicious Occ,26,27
0,Fraud,22,24
8,Missing Person,23,26
10,Offences Against The Family And Children,18,14
10,Offences Against The Family And Children,18,14
18,Lost Property,24,27
10,Burglary,4,20
14,Burglary,3,30
17,Burglary,39,38
14,Larceny Theft,24,26
18,Fraud,28,33
13,Larceny Theft,22,2
12,Robbery,12,10
13,Larceny Theft,22,2
20,Malicious Mischief,26,32
20,Suspicious Occ,26,32
19,Lost Property,18,26
12,Larceny Theft,23,22
14,Non-Criminal,26,24
22,Other Miscellaneous,25,30
11,Burglary,20,30
10,Larceny Theft,33,27
7,Malicious Mischief,19,16
7,Non-Criminal,19,16
10,Recovered Vehicle,27,24
14,Missing Person,1,15
19,Motor Vehicle Theft,15,28
3,Larceny Theft,25,27
2,Drug Offense,18,22
2,Disorderly Conduct,18,22
2,Other Offenses,18,22
10,Larceny Theft,26,23
13,Robbery,25,15
14,Other Miscellaneous,25,28
14,Missing Person,15,26
18,Assault,5,17
14,Malicious Mischief,23,30
14,Warrant,23,30
14,Non-Criminal,23,30
14,Motor Vehicle Theft,27,27
13,Burglary,28,29
13,Other Miscellaneous,28,29
13,Other Miscellaneous,28,29
13,Larceny Theft,15,26
10,Larceny Theft,26,29
14,Other Miscellaneous,18,32
11,Sex Offense,23,30
8,Larceny Theft,18,25
13,Larceny Theft,32,26
13,Weapons Carrying Etc,32,26
13,Weapons Carrying Etc,32,26
12,Robbery,24,22
12,Assault,24,22
12,Other Miscellaneous,24,22
18,Malicious Mischief,30,28
14,Assault,9,33
14,Offences Against The Family And Children,9,33
11,Drug Offense,26,26
11,Larceny Theft,26,26
11,Warrant,26,26
13,Fraud,14,34
14,Non-Criminal,11,20
15,Disorderly Conduct,15,27
15,Other Miscellaneous,15,27
15,Non-Criminal,15,27
17,Larceny Theft,25,32
14,Larceny Theft,19,8
6,Other Miscellaneous,17,22
6,Malicious Mischief,17,22
11,Larceny Theft,23,28
13,Larceny Theft,29,31
15,Assault,32,28
15,Other Miscellaneous,32,28
15,Malicious Mischief,32,28
21,Motor Vehicle Theft,24,3
14,Other Offenses,19,28
16,Lost Property,24,33
0,Non-Criminal,9,24
12,Forgery And Counterfeiting,8,27
14,Other Miscellaneous,32,20
14,Warrant,32,20
1,Assault,20,24
1,Lost Property,20,24
7,Burglary,8,26
17,Recovered Vehicle,12,12
0,Burglary,23,28
12,Stolen Property,22,20
12,Warrant,22,20
7,Larceny Theft,25,33
17,Larceny Theft,33,28
17,Fraud,33,28
17,Assault,18,27
10,Assault,22,27
10,Offences Against The Family And Children,22,27
3,Burglary,17,31
3,Larceny Theft,17,31
16,Larceny Theft,30,29
16,Fraud,30,29
12,Missing Person,8,30
17,Other Miscellaneous,26,29
17,Warrant,26,29
17,Missing Person,26,29
12,Non-Criminal,26,29
12,Larceny Theft,8,30
15,Non-Criminal,18,23
13,Larceny Theft,30,24
14,Larceny Theft,27,28
10,Burglary,24,31
14,Warrant,23,30
0,Larceny Theft,25,28
10,Lost Property,21,27
0,Fraud,19,17
0,Fraud,19,17
11,Other Miscellaneous,25,26
4,Motor Vehicle Theft,22,21
13,Larceny Theft,22,2
16,Larceny Theft,32,25
10,Suspicious Occ,30,29
12,Assault,14,28
15,Larceny Theft,14,29
17,Assault,26,28
18,Non-Criminal,26,28
11,Larceny Theft,33,27
20,Assault,19,25
0,Lost Property,20,23
16,Larceny Theft,21,2
19,Larceny Theft,24,29
19,Other Miscellaneous,24,29
19,Other Miscellaneous,24,29
0,Assault,8,35
17,Larceny Theft,26,29
20,Larceny Theft,24,29
17,Motor Vehicle Theft,18,14
16,Non-Criminal,19,8
7,Motor Vehicle Theft,23,30
8,Burglary,24,28
12,Other Miscellaneous,28,29
12,Other Miscellaneous,28,29
17,Malicious Mischief,23,30
11,Motor Vehicle Theft,18,26
17,Miscellaneous Investigation,26,25
9,Larceny Theft,24,30
18,Larceny Theft,18,23
17,Larceny Theft,24,23
19,Burglary,24,29
12,Missing Person,25,23
20,Burglary,22,29
15,Assault,27,30
18,Assault,25,25
18,Offences Against The Family And Children,25,25
9,Fraud,7,11
15,Other,25,26
17,Other Miscellaneous,32,24
19,Larceny Theft,7,11
19,Malicious Mischief,7,11
20,Robbery,8,18
19,Assault,12,21
19,Disorderly Conduct,12,21
22,Larceny Theft,25,31
21,Assault,25,26
21,Assault,25,26
17,Missing Person,7,22
12,Larceny Theft,9,36
15,Other,20,30
16,Larceny Theft,22,13
16,Suspicious Occ,31,28
18,Burglary,31,19
16,Robbery,16,27
18,Robbery,27,24
21,Miscellaneous Investigation,21,20
19,Larceny Theft,32,29
19,Motor Vehicle Theft,23,26
20,Non-Criminal,24,27
12,Larceny Theft,23,33
20,Fraud,13,4
20,Fraud,13,4
22,Other Miscellaneous,18,26
22,Traffic Violation Arrest,18,26
12,Assault,23,27
18,Assault,14,29
18,Malicious Mischief,14,29
21,Non-Criminal,10,13
20,Larceny Theft,15,24
16,Offences Against The Family And Children,21,27
18,Non-Criminal,18,22
20,Recovered Vehicle,20,24
20,Non-Criminal,10,34
0,Recovered Vehicle,11,31
16,Non-Criminal,25,34
20,Assault,8,33
19,Larceny Theft,33,27
20,Larceny Theft,21,26
14,Burglary,27,28
22,Other Miscellaneous,14,28
22,Traffic Violation Arrest,14,28
10,Larceny Theft,20,26
19,Larceny Theft,12,28
16,Robbery,26,29
21,Disorderly Conduct,18,26
21,Other Miscellaneous,17,29
21,Other Miscellaneous,17,29
21,Other Miscellaneous,17,29
16,Other Miscellaneous,29,28
16,Warrant,29,28
16,Warrant,29,28
22,Larceny Theft,24,23
22,Burglary,26,32
22,Other Miscellaneous,26,32
22,Other Miscellaneous,26,32
22,Other Miscellaneous,20,15
22,Other Miscellaneous,20,15
14,Other Miscellaneous,24,27
19,Weapons Carrying Etc,26,28
19,Other Miscellaneous,26,28
19,Warrant,26,28
20,Other Miscellaneous,30,28
20,Non-Criminal,30,28
16,Non-Criminal,19,26
15,Non-Criminal,16,26
16,Recovered Vehicle,28,27
4,Recovered Vehicle,22,21
0,Other Miscellaneous,19,27
0,Other Offenses,19,27
0,Warrant,19,27
17,Miscellaneous Investigation,27,18
7,Larceny Theft,33,27
7,Larceny Theft,33,27
1,Arson,20,25
1,Arson,20,25
16,Assault,9,33
12,Larceny Theft,25,31
16,Other Miscellaneous,9,33
0,Burglary,12,31
0,Non-Criminal,18,26
23,Other Miscellaneous,22,9
11,Miscellaneous Investigation,1,15
1,Drug Offense,23,32
1,Drug Offense,23,32
1,Other Miscellaneous,23,32
1,Malicious Mischief,15,32
2,Traffic Violation Arrest,26,28
2,Other Miscellaneous,26,28
2,Recovered Vehicle,18,19
23,Malicious Mischief,25,32
11,Assault,32,12
11,Suspicious Occ,32,12
23,Larceny Theft,26,23
2,Drug Offense,25,29
2,Warrant,25,29
