x1,x2,x3,x4,x5
0,Missing Person,23,27,1
18,Burglary,26,29,4
18,Larceny Theft,26,29,4
18,Other Miscellaneous,26,29,1
0,Other Miscellaneous,10,29,1
22,Offences Against The Family And Children,21,4,2
22,Drug Offense,21,4,2
22,Drug Offense,21,4,2
0,Offences Against The Family And Children,5,21,2
0,Suspicious Occ,5,21,1
20,Larceny Theft,32,25,4
20,Larceny Theft,33,28,4
22,Assault,26,27,4
22,Other Miscellaneous,26,27,1
22,Other Miscellaneous,26,27,1
21,Miscellaneous Investigation,8,33,1
21,Vehicle Impounded,8,32,1
23,Larceny Theft,9,22,4
17,Larceny Theft,27,29,4
20,Larceny Theft,33,28,4
22,Warrant,33,28,1
19,Malicious Mischief,24,27,2
23,Larceny Theft,27,26,4
1,Weapons Offense,30,29,2
1,Drug Offense,30,29,2
1,Traffic Violation Arrest,30,29,1
1,Other Offenses,7,23,1
1,Miscellaneous Investigation,7,23,1
2,Malicious Mischief,19,26,2
1,Warrant,26,26,1
0,Miscellaneous Investigation,22,28,1
3,Miscellaneous Investigation,32,23,1
18,Burglary,21,26,4
2,Larceny Theft,29,27,4
1,Rape,25,31,4
0,Non-Criminal,16,20,1
13,Missing Person,18,28,1
23,Warrant,20,25,1
4,Malicious Mischief,26,29,2
2,Assault,4,19,4
2,Larceny Theft,4,19,4
2,Malicious Mischief,4,19,2
13,Larceny Theft,21,20,4
0,Larceny Theft,20,16,4
11,Larceny Theft,9,21,4
14,Larceny Theft,27,22,4
16,Larceny Theft,32,20,4
4,Larceny Theft,25,26,4
18,Larceny Theft,29,23,4
22,Malicious Mischief,26,26,2
11,Larceny Theft,1,14,4
21,Larceny Theft,32,24,4
9,Larceny Theft,32,26,4
21,Larceny Theft,29,26,4
11,Lost Property,33,26,1
12,Larceny Theft,32,29,4
11,Larceny Theft,31,31,4
17,Larceny Theft,26,26,4
21,Larceny Theft,26,30,4
18,Larceny Theft,19,19,4
21,Larceny Theft,26,25,4
11,Larceny Theft,26,23,4
11,Larceny Theft,7,11,4
14,Larceny Theft,10,11,4
6,Larceny Theft,16,3,4
11,Larceny Theft,32,29,4
16,Lost Property,26,29,1
17,Larceny Theft,19,19,4
11,Larceny Theft,26,20,4
21,Malicious Mischief,22,25,2
9,Larceny Theft,30,19,4
18,Larceny Theft,3,12,4
10,Larceny Theft,21,18,4
20,Lost Property,29,30,1
13,Larceny Theft,33,28,4
19,Malicious Mischief,17,14,2
18,Malicious Mischief,20,17,2
2,Larceny Theft,10,15,4
6,Larceny Theft,30,21,4
8,Larceny Theft,26,21,4
20,Larceny Theft,32,27,4
19,Larceny Theft,29,29,4
21,Larceny Theft,29,32,4
9,Larceny Theft,33,29,4
20,Larceny Theft,26,29,4
16,Larceny Theft,32,30,4
22,Larceny Theft,32,27,4
7,Larceny Theft,18,20,4
0,Larceny Theft,12,26,4
13,Lost Property,5,19,1
21,Larceny Theft,23,24,4
9,Malicious Mischief,27,22,2
19,Larceny Theft,24,25,4
11,Larceny Theft,32,19,4
14,Larceny Theft,29,30,4
18,Larceny Theft,18,7,4
18,Larceny Theft,19,10,4
12,Larceny Theft,9,11,4
12,Larceny Theft,32,29,4
19,Larceny Theft,27,29,4
23,Larceny Theft,27,29,4
11,Larceny Theft,29,30,4
17,Larceny Theft,33,27,4
10,Larceny Theft,28,26,4
19,Larceny Theft,25,24,4
11,Larceny Theft,20,18,4
2,Larceny Theft,20,23,4
18,Larceny Theft,26,26,4
16,Larceny Theft,26,25,4
23,Larceny Theft,28,25,4
23,Larceny Theft,31,29,4
11,Malicious Mischief,32,26,2
8,Larceny Theft,26,29,4
18,Larceny Theft,29,31,4
1,Larceny Theft,20,19,4
19,Larceny Theft,12,27,4
12,Larceny Theft,6,22,4
20,Larceny Theft,26,22,4
22,Malicious Mischief,25,24,2
19,Larceny Theft,24,24,4
14,Larceny Theft,3,9,4
11,Larceny Theft,27,30,4
12,Larceny Theft,26,29,4
3,Lost Property,30,28,1
21,Larceny Theft,30,29,4
0,Larceny Theft,26,28,4
3,Larceny Theft,27,26,4
16,Larceny Theft,32,26,4
10,Larceny Theft,30,31,4
18,Larceny Theft,25,20,4
20,Larceny Theft,26,25,4
5,Lost Property,23,26,1
8,Larceny Theft,33,20,4
15,Larceny Theft,3,10,4
15,Forgery And Counterfeiting,3,10,2
13,Larceny Theft,33,27,4
6,Larceny Theft,27,29,4
20,Larceny Theft,28,26,4
6,Larceny Theft,27,29,4
4,Larceny Theft,27,30,4
0,Larceny Theft,20,16,4
4,Burglary,23,25,4
11,Larceny Theft,26,23,4
11,Larceny Theft,26,29,4
7,Other Miscellaneous,26,27,1
23,Larceny Theft,27,29,4
12,Larceny Theft,33,27,4
19,Larceny Theft,31,26,4
23,Burglary,21,22,4
18,Larceny Theft,27,30,4
9,Larceny Theft,11,23,4
21,Larceny Theft,33,28,4
2,Larceny Theft,30,25,4
9,Larceny Theft,30,20,4
10,Disorderly Conduct,23,27,2
9,Traffic Violation Arrest,23,26,1
9,Other Miscellaneous,23,26,1
19,Malicious Mischief,24,27,2
18,Larceny Theft,3,17,4
12,Larceny Theft,31,25,4
4,Traffic Violation Arrest,15,26,1
4,Other Miscellaneous,15,26,1
4,Other Miscellaneous,15,26,1
6,Other Miscellaneous,29,32,1
6,Non-Criminal,29,32,1
19,Larceny Theft,23,27,4
6,Non-Criminal,18,28,1
12,Larceny Theft,5,17,4
12,Larceny Theft,32,26,4
21,Larceny Theft,26,23,4
21,Stolen Property,26,23,2
10,Forgery And Counterfeiting,23,28,2
10,Case Closure,23,28,1
6,Other Miscellaneous,20,25,1
6,Other Miscellaneous,20,25,1
7,Motor Vehicle Theft,16,10,4
5,Burglary,27,29,4
5,Larceny Theft,32,29,4
14,Missing Person,13,15,1
13,Larceny Theft,31,26,4
7,Non-Criminal,27,31,1
8,Non-Criminal,25,27,1
17,Missing Person,13,15,1
9,Burglary,16,24,4
19,Larceny Theft,17,22,4
14,Assault,24,21,4
7,Assault,31,28,4
9,Suspicious Occ,21,19,1
14,Larceny Theft,15,31,4
15,Robbery,25,28,4
18,Motor Vehicle Theft,16,30,4
4,Robbery,25,27,4
20,Motor Vehicle Theft,8,31,4
8,Recovered Vehicle,25,27,1
16,Burglary,28,27,4
9,Missing Person,23,28,1
18,Larceny Theft,33,29,4
22,Missing Person,11,9,1
14,Larceny Theft,27,30,4
16,Recovered Vehicle,25,27,1
9,Recovered Vehicle,7,38,1
7,Larceny Theft,25,30,4
7,Other Miscellaneous,25,30,1
19,Motor Vehicle Theft,20,17,4
11,Fraud,15,3,2
16,Missing Person,11,9,1
6,Malicious Mischief,19,29,2
8,Warrant,18,22,1
7,Other Offenses,26,27,1
5,Larceny Theft,23,31,4
10,Miscellaneous Investigation,25,22,1
10,Lost Property,25,22,1
11,Larceny Theft,18,22,4
18,Larceny Theft,27,29,4
18,Fraud,27,29,2
13,Fraud,26,27,2
9,Larceny Theft,18,28,4
9,Miscellaneous Investigation,12,7,1
21,Larceny Theft,15,32,4
9,Non-Criminal,21,23,1
12,Burglary,16,31,4
7,Burglary,11,25,4
6,Burglary,25,24,4
6,Disorderly Conduct,25,24,2
6,Other Miscellaneous,25,24,1
10,Traffic Violation Arrest,27,29,1
10,Other Miscellaneous,27,29,1
10,Forgery And Counterfeiting,23,27,2
10,Drug Offense,23,27,2
10,Warrant,23,27,1
10,Other Miscellaneous,26,15,1
15,Larceny Theft,21,23,4
15,Fraud,21,23,2
7,Miscellaneous Investigation,16,8,1
15,Robbery,7,27,4
18,Burglary,11,18,4
11,Warrant,26,27,1
7,Traffic Violation Arrest,22,28,1
7,Other Miscellaneous,22,28,1
7,Traffic Collision,22,28,1
0,Fraud,4,33,2
14,Burglary,10,21,4
20,Missing Person,13,15,1
5,Assault,26,26,4
10,Motor Vehicle Theft,1,29,4
10,Motor Vehicle Theft,21,25,4
10,Larceny Theft,25,28,4
11,Larceny Theft,21,18,4
14,Fraud,8,39,2
11,Suspicious Occ,24,14,1
15,Larceny Theft,6,15,4
7,Motor Vehicle Theft,25,27,4
7,Stolen Property,25,27,2
10,Non-Criminal,27,22,1
11,Larceny Theft,27,29,4
17,Liquor Laws,22,28,2
12,Larceny Theft,28,31,4
12,Recovered Vehicle,25,16,1
18,Burglary,30,29,4
10,Non-Criminal,2,25,1
12,Other,24,25,1
12,Recovered Vehicle,6,35,1
12,Non-Criminal,21,18,1
5,Assault,27,28,4
0,Fraud,18,34,2
12,Larceny Theft,27,29,4
10,Assault,19,25,4
10,Offences Against The Family And Children,19,25,2
10,Malicious Mischief,19,25,2
14,Larceny Theft,33,29,4
11,Recovered Vehicle,20,22,1
12,Warrant,26,27,1
12,Traffic Violation Arrest,26,27,1
5,Larceny Theft,23,32,4
19,Larceny Theft,26,29,4
13,Other Miscellaneous,18,22,1
13,Warrant,18,22,1
12,Other Miscellaneous,4,20,1
7,Offences Against The Family And Children,17,9,2
15,Other Miscellaneous,23,27,1
8,Robbery,26,30,4
8,Disorderly Conduct,26,30,2
8,Warrant,26,30,1
17,Burglary,8,15,4
19,Larceny Theft,26,29,4
13,Other Miscellaneous,20,25,1
13,Warrant,20,25,1
11,Malicious Mischief,7,38,2
11,Other Offenses,7,38,1
11,Recovered Vehicle,12,14,1
10,Motor Vehicle Theft,1,29,4
11,Robbery,15,34,4
11,Assault,15,34,4
22,Missing Person,22,26,1
12,Fraud,3,15,2
11,Suspicious Occ,24,14,1
12,Traffic Violation Arrest,25,32,1
12,Other Miscellaneous,25,32,1
13,Weapons Offense,26,30,2
13,Disorderly Conduct,26,30,2
10,Larceny Theft,19,32,4
10,Malicious Mischief,19,32,2
10,Miscellaneous Investigation,17,7,1
12,Weapons Carrying Etc,14,32,2
12,Warrant,14,32,1
3,Missing Person,24,28,1
13,Robbery,18,14,4
13,Drug Offense,19,26,2
13,Other Miscellaneous,19,26,1
15,Larceny Theft,13,11,4
13,Warrant,20,26,1
13,Traffic Violation Arrest,20,26,1
14,Motor Vehicle Theft,22,21,4
18,Liquor Laws,19,25,2
13,Fraud,29,31,2
13,Fraud,29,31,2
13,Malicious Mischief,9,23,2
13,Assault,23,19,4
13,Weapons Offense,23,19,2
13,Warrant,23,19,1
15,Recovered Vehicle,23,22,1
15,Larceny Theft,26,22,4
10,Burglary,1,19,4
19,Liquor Laws,12,25,2
13,Larceny Theft,19,11,4
11,Robbery,27,29,4
12,Larceny Theft,25,23,4
12,Fraud,25,23,2
13,Larceny Theft,26,17,4
10,Non-Criminal,8,37,1
14,Larceny Theft,26,29,4
14,Fraud,26,29,2
19,Larceny Theft,7,20,4
12,Missing Person,26,27,1
12,Recovered Vehicle,15,29,1
15,Drug Offense,22,20,2
15,Other Miscellaneous,22,20,1
15,Warrant,22,20,1
14,Missing Person,32,27,1
12,Larceny Theft,33,28,4
15,Fraud,15,29,2
7,Fraud,22,10,2
10,Non-Criminal,31,29,1
0,Fraud,27,22,2
13,Other Miscellaneous,2,17,1
13,Other Miscellaneous,2,17,1
13,Non-Criminal,2,17,1
1,Burglary,21,21,4
15,Assault,29,29,4
16,Non-Criminal,31,28,1
21,Larceny Theft,26,25,4
21,Non-Criminal,26,25,1
16,Larceny Theft,16,25,4
16,Malicious Mischief,16,25,2
23,Burglary,17,32,4
13,Fraud,22,21,2
13,Fraud,22,21,2
13,Burglary,23,32,4
13,Fraud,23,32,2
4,Fraud,25,28,2
4,Lost Property,25,28,1
13,Larceny Theft,18,23,4
12,Larceny Theft,7,11,4
14,Recovered Vehicle,33,27,1
13,Larceny Theft,26,29,4
13,Warrant,26,29,1
16,Fraud,19,26,2
16,Traffic Violation Arrest,19,26,1
15,Larceny Theft,26,29,4
18,Malicious Mischief,2,16,2
16,Assault,26,28,4
16,Motor Vehicle Theft,2,33,4
10,Malicious Mischief,32,27,2
19,Disorderly Conduct,31,29,2
12,Malicious Mischief,32,20,2
15,Larceny Theft,33,27,4
17,Larceny Theft,19,26,4
19,Larceny Theft,29,30,4
18,Malicious Mischief,22,25,2
22,Malicious Mischief,16,25,2
16,Larceny Theft,32,26,4
17,Fraud,23,24,2
17,Missing Person,24,21,1
14,Larceny Theft,29,31,4
17,Larceny Theft,16,32,4
12,Recovered Vehicle,15,20,1
17,Burglary,23,28,4
17,Other Miscellaneous,32,25,1
17,Warrant,32,25,1
17,Traffic Violation Arrest,32,25,1
8,Recovered Vehicle,21,25,1
16,Larceny Theft,29,31,4
11,Malicious Mischief,21,26,2
11,Non-Criminal,21,26,1
16,Warrant,10,33,1
16,Traffic Violation Arrest,10,33,1
16,Other Miscellaneous,10,33,1
18,Non-Criminal,25,27,1
17,Larceny Theft,23,22,4
13,Suspicious Occ,19,25,1
21,Robbery,25,25,4
17,Warrant,24,28,1
18,Recovered Vehicle,25,25,1
16,Warrant,20,26,1
18,Motor Vehicle Theft,6,29,4
17,Motor Vehicle Theft,27,30,4
18,Suspicious Occ,28,33,1
6,Motor Vehicle Theft,28,26,4
11,Motor Vehicle Theft,27,29,4
23,Assault,24,29,4
17,Motor Vehicle Theft,31,24,4
18,Other Miscellaneous,12,34,1
19,Recovered Vehicle,8,27,1
16,Larceny Theft,24,30,4
18,Robbery,26,27,4
11,Larceny Theft,12,23,4
15,Larceny Theft,29,31,4
13,Motor Vehicle Theft,8,27,4
20,Larceny Theft,20,28,4
20,Fraud,20,28,2
12,Motor Vehicle Theft,7,23,4
12,Embezzlement,25,27,2
15,Drug Offense,13,17,2
19,Larceny Theft,21,26,4
11,Robbery,30,28,4
11,Offences Against The Family And Children,30,28,2
19,Disorderly Conduct,24,28,2
19,Other Miscellaneous,24,28,1
15,Warrant,26,30,1
15,Larceny Theft,11,34,4
18,Suspicious Occ,18,14,1
17,Larceny Theft,25,28,4
18,Motor Vehicle Theft,10,32,4
18,Warrant,25,25,1
18,Other Miscellaneous,3,22,1
18,Other Miscellaneous,3,22,1
18,Other Miscellaneous,3,22,1
20,Assault,23,30,4
20,Offences Against The Family And Children,23,30,2
20,Case Closure,23,30,1
3,Motor Vehicle Theft,24,28,4
18,Fraud,11,25,2
16,Larceny Theft,25,28,4
12,Forgery And Counterfeiting,4,15,2
12,Fraud,4,15,2
19,Assault,26,28,4
18,Robbery,25,26,4
19,Drug Offense,6,15,2
19,Warrant,6,15,1
19,Other Miscellaneous,6,15,1
12,Fraud,29,29,2
12,Lost Property,29,29,1
14,Motor Vehicle Theft,10,35,4
16,Robbery,9,33,4
20,Larceny Theft,27,22,4
14,Fraud,28,30,2
14,Fraud,28,30,2
18,Robbery,8,29,4
18,Non-Criminal,18,22,1
19,Offences Against The Family And Children,23,24,2
19,Disorderly Conduct,23,24,2
17,Warrant,26,27,1
17,Malicious Mischief,25,28,2
21,Prostitution,18,27,2
10,Motor Vehicle Theft,30,21,4
21,Larceny Theft,15,25,4
16,Larceny Theft,21,30,4
19,Non-Criminal,14,10,1
15,Larceny Theft,26,29,4
19,Larceny Theft,26,29,4
19,Drug Offense,29,31,2
18,Larceny Theft,31,26,4
20,Suspicious Occ,31,25,1
20,Non-Criminal,31,25,1
11,Disorderly Conduct,33,27,2
0,Fraud,22,33,2
14,Larceny Theft,26,29,4
19,Burglary,25,30,4
19,Other Miscellaneous,25,30,1
19,Warrant,25,30,1
15,Civil Sidewalks,19,22,2
16,Larceny Theft,25,24,4
2,Burglary,25,33,4
14,Recovered Vehicle,28,27,1
18,Larceny Theft,24,11,4
20,Other Miscellaneous,4,29,1
20,Malicious Mischief,4,29,2
18,Warrant,11,11,1
18,Traffic Violation Arrest,11,11,1
15,Burglary,23,30,4
19,Larceny Theft,21,2,4
18,Assault,6,15,4
18,Suspicious Occ,6,15,1
18,Larceny Theft,6,21,4
18,Larceny Theft,31,26,4
18,Larceny Theft,20,23,4
8,Burglary,22,29,4
18,Assault,22,26,4
21,Other,6,34,1
15,Weapons Offense,26,26,2
15,Offences Against The Family And Children,26,26,2
15,Disorderly Conduct,26,26,2
19,Assault,15,22,4
19,Malicious Mischief,15,22,2
17,Non-Criminal,24,22,1
20,Offences Against The Family And Children,25,26,2
20,Drug Offense,25,26,2
20,Other Miscellaneous,25,26,1
19,Drug Offense,18,23,2
19,Other Miscellaneous,18,23,1
19,Warrant,18,23,1
13,Burglary,14,9,4
19,Non-Criminal,21,26,1
20,Other Miscellaneous,23,28,1
20,Robbery,21,26,4
22,Prostitution,18,27,2
22,Drug Offense,18,27,2
3,Vandalism,2,32,2
19,Larceny Theft,3,21,4
9,Larceny Theft,33,20,4
15,Assault,26,30,4
18,Non-Criminal,31,20,1
9,Motor Vehicle Theft,2,15,4
23,Recovered Vehicle,23,28,1
20,Larceny Theft,33,28,4
9,Assault,7,10,4
19,Larceny Theft,24,30,4
19,Other Offenses,6,15,1
19,Larceny Theft,21,2,4
19,Larceny Theft,33,27,4
19,Larceny Theft,24,2,4
0,Prostitution,18,27,2
11,Fraud,26,22,2
23,Malicious Mischief,28,23,2
0,Recovered Vehicle,23,27,1
17,Burglary,32,22,4
20,Larceny Theft,26,29,4
19,Larceny Theft,21,2,4
20,Larceny Theft,27,29,4
22,Prostitution,17,26,2
22,Other Miscellaneous,17,26,1
21,Larceny Theft,7,11,4
0,Non-Criminal,27,28,1
23,Other Miscellaneous,3,11,1
23,Other Miscellaneous,3,11,1
19,Larceny Theft,22,30,4
15,Larceny Theft,22,2,4
19,Larceny Theft,30,21,4
21,Robbery,17,9,4
21,Malicious Mischief,26,29,2
0,Robbery,26,23,4
22,Robbery,9,33,4
18,Larceny Theft,30,22,4
0,Non-Criminal,13,24,1
1,Assault,23,26,4
21,Non-Criminal,27,8,1
6,Assault,25,28,4
23,Other Miscellaneous,11,21,1
0,Assault,32,21,4
0,Disorderly Conduct,32,21,2
1,Missing Person,29,29,1
23,Malicious Mischief,17,7,2
23,Malicious Mischief,17,7,2
1,Robbery,33,27,4
1,Assault,33,27,4
0,Larceny Theft,7,20,4
2,Assault,25,29,4
0,Recovered Vehicle,7,34,1
3,Assault,27,25,4
3,Malicious Mischief,27,25,2
3,Non-Criminal,24,29,1
19,Larceny Theft,25,33,4
4,Assault,6,22,4
4,Assault,6,22,4
2,Larceny Theft,28,26,4
13,Larceny Theft,28,32,4
21,Larceny Theft,22,10,4
8,Lost Property,26,30,1
16,Larceny Theft,13,26,4
19,Larceny Theft,12,27,4
0,Malicious Mischief,30,23,2
13,Larceny Theft,27,32,4
0,Larceny Theft,21,30,4
20,Larceny Theft,27,33,4
14,Malicious Mischief,23,28,2
20,Larceny Theft,20,30,4
0,Larceny Theft,22,28,4
10,Larceny Theft,23,27,4
20,Larceny Theft,27,34,4
22,Larceny Theft,19,10,4
18,Larceny Theft,27,29,4
13,Larceny Theft,33,27,4
21,Larceny Theft,27,28,4
15,Larceny Theft,27,29,4
11,Lost Property,27,28,1
17,Larceny Theft,22,2,4
21,Larceny Theft,31,26,4
2,Larceny Theft,32,25,4
19,Larceny Theft,33,29,4
19,Larceny Theft,33,27,4
17,Larceny Theft,25,5,4
11,Larceny Theft,26,29,4
23,Larceny Theft,13,22,4
17,Larceny Theft,28,25,4
5,Malicious Mischief,22,24,2
14,Larceny Theft,31,21,4
20,Larceny Theft,31,23,4
12,Larceny Theft,31,20,4
0,Larceny Theft,23,25,4
0,Malicious Mischief,25,30,2
2,Larceny Theft,25,31,4
15,Larceny Theft,21,25,4
16,Lost Property,23,33,1
18,Malicious Mischief,21,25,2
17,Larceny Theft,27,31,4
20,Larceny Theft,27,29,4
15,Larceny Theft,32,30,4
12,Larceny Theft,27,29,4
0,Larceny Theft,18,12,4
12,Larceny Theft,33,28,4
10,Larceny Theft,33,28,4
18,Larceny Theft,8,18,4
22,Larceny Theft,21,24,4
14,Larceny Theft,21,29,4
23,Lost Property,23,32,1
15,Larceny Theft,21,29,4
21,Larceny Theft,19,4,4
18,Lost Property,27,30,1
21,Larceny Theft,11,23,4
17,Fraud,27,25,2
18,Larceny Theft,26,23,4
22,Larceny Theft,26,30,4
1,Larceny Theft,25,32,4
17,Larceny Theft,23,31,4
21,Larceny Theft,25,31,4
22,Malicious Mischief,13,12,2
22,Larceny Theft,32,29,4
23,Larceny Theft,33,27,4
8,Larceny Theft,29,30,4
20,Larceny Theft,29,29,4
7,Larceny Theft,32,25,4
22,Larceny Theft,26,15,4
15,Larceny Theft,27,19,4
15,Larceny Theft,21,17,4
23,Larceny Theft,30,22,4
19,Larceny Theft,23,25,4
16,Larceny Theft,32,19,4
10,Larceny Theft,26,22,4
18,Larceny Theft,23,22,4
21,Larceny Theft,32,26,4
13,Larceny Theft,33,28,4
19,Larceny Theft,32,27,4
23,Larceny Theft,31,29,4
11,Larceny Theft,33,27,4
21,Larceny Theft,25,16,4
21,Malicious Mischief,25,6,2
19,Larceny Theft,5,19,4
9,Larceny Theft,26,25,4
13,Larceny Theft,27,34,4
16,Larceny Theft,26,32,4
14,Larceny Theft,24,32,4
18,Larceny Theft,25,33,4
11,Larceny Theft,22,28,4
12,Larceny Theft,28,33,4
19,Larceny Theft,19,13,4
20,Larceny Theft,29,29,4
8,Lost Property,28,29,1
18,Larceny Theft,30,29,4
22,Malicious Mischief,12,23,2
16,Lost Property,27,33,1
23,Larceny Theft,22,31,4
11,Larceny Theft,23,27,4
20,Larceny Theft,37,38,4
21,Larceny Theft,23,28,4
2,Larceny Theft,23,29,4
23,Larceny Theft,23,29,4
17,Lost Property,21,31,1
16,Lost Property,28,33,1
18,Larceny Theft,23,31,4
18,Larceny Theft,27,33,4
12,Larceny Theft,2,15,4
19,Larceny Theft,31,26,4
13,Larceny Theft,30,31,4
18,Larceny Theft,26,22,4
22,Lost Property,26,34,1
16,Larceny Theft,24,29,4
23,Larceny Theft,22,26,4
10,Larceny Theft,22,28,4
20,Larceny Theft,33,29,4
5,Other Miscellaneous,27,26,1
7,Larceny Theft,27,29,4
0,Larceny Theft,27,27,4
13,Larceny Theft,33,27,4
21,Malicious Mischief,26,26,2
11,Larceny Theft,23,22,4
1,Larceny Theft,29,23,4
19,Larceny Theft,25,30,4
11,Larceny Theft,22,32,4
23,Larceny Theft,24,29,4
21,Larceny Theft,26,34,4
9,Larceny Theft,24,28,4
17,Larceny Theft,24,32,4
10,Larceny Theft,23,28,4
22,Larceny Theft,4,11,4
19,Larceny Theft,33,27,4
10,Larceny Theft,33,27,4
17,Malicious Mischief,32,24,2
21,Larceny Theft,28,29,4
23,Lost Property,28,32,1
12,Lost Property,26,26,1
14,Larceny Theft,26,29,4
20,Larceny Theft,29,29,4
21,Malicious Mischief,33,25,2
17,Larceny Theft,27,31,4
12,Larceny Theft,26,26,4
0,Larceny Theft,22,28,4
21,Larceny Theft,32,27,4
21,Fraud,22,29,2
9,Larceny Theft,26,30,4
20,Larceny Theft,19,32,4
18,Larceny Theft,33,29,4
10,Larceny Theft,31,26,4
22,Larceny Theft,22,28,4
14,Larceny Theft,27,26,4
22,Larceny Theft,29,32,4
21,Larceny Theft,22,27,4
18,Larceny Theft,24,13,4
0,Larceny Theft,22,25,4
15,Larceny Theft,33,27,4
12,Larceny Theft,32,26,4
7,Larceny Theft,24,29,4
5,Warrant,26,26,1
2,Missing Person,13,15,1
8,Other,24,25,1
12,Robbery,24,27,4
12,Other Miscellaneous,24,27,1
12,Other Miscellaneous,24,27,1
13,Assault,19,15,4
3,Malicious Mischief,28,26,2
22,Larceny Theft,25,27,4
16,Assault,20,32,4
7,Larceny Theft,30,24,4
15,Burglary,29,31,4
15,Larceny Theft,29,31,4
15,Other Miscellaneous,29,31,1
6,Warrant,23,28,1
21,Larceny Theft,21,25,4
11,Traffic Violation Arrest,4,10,1
11,Other Miscellaneous,4,10,1
14,Motor Vehicle Theft,32,28,4
6,Disorderly Conduct,26,27,2
6,Malicious Mischief,26,27,2
7,Motor Vehicle Theft,22,29,4
20,Larceny Theft,26,30,4
20,Disorderly Conduct,30,21,2
6,Suspicious Occ,29,30,1
18,Larceny Theft,26,24,4
0,Fraud,25,28,2
10,Lost Property,9,33,1
18,Motor Vehicle Theft,19,3,4
8,Other Miscellaneous,12,27,1
8,Warrant,12,27,1
9,Other Miscellaneous,31,30,1
8,Other Miscellaneous,28,29,1
6,Larceny Theft,19,28,4
12,Missing Person,23,30,1
12,Case Closure,23,30,1
0,Burglary,28,23,4
13,Assault,15,21,4
13,Offences Against The Family And Children,15,21,2
7,Non-Criminal,3,22,1
7,Recovered Vehicle,31,21,1
16,Burglary,9,12,4
23,Disorderly Conduct,27,24,2
23,Suspicious Occ,27,24,1
17,Larceny Theft,32,28,4
8,Missing Person,24,28,1
9,Weapons Offense,27,32,2
9,Offences Against The Family And Children,27,32,2
9,Disorderly Conduct,27,32,2
8,Warrant,24,24,1
12,Non-Criminal,27,8,1
15,Larceny Theft,11,29,4
15,Burglary,12,14,4
9,Courtesy Report,30,28,1
9,Other Miscellaneous,19,18,1
10,Non-Criminal,26,28,1
8,Recovered Vehicle,11,24,1
13,Other Miscellaneous,2,17,1
13,Other Miscellaneous,2,17,1
13,Non-Criminal,2,17,1
22,Lost Property,26,28,1
8,Fraud,21,25,2
9,Recovered Vehicle,27,21,1
9,Assault,25,28,4
11,Larceny Theft,21,21,4
10,Assault,20,27,4
8,Suspicious Occ,4,31,1
8,Case Closure,4,31,1
8,Assault,31,19,4
8,Suspicious Occ,18,26,1
10,Robbery,9,22,4
10,Offences Against The Family And Children,9,22,2
18,Motor Vehicle Theft,5,30,4
11,Lost Property,20,25,1
11,Warrant,22,19,1
11,Non-Criminal,23,15,1
15,Non-Criminal,26,30,1
8,Non-Criminal,22,28,1
1,Fraud,29,28,2
1,Larceny Theft,29,28,4
10,Other Miscellaneous,15,31,1
10,Warrant,15,31,1
10,Non-Criminal,27,30,1
10,Malicious Mischief,27,29,2
10,Warrant,27,29,1
8,Lost Property,18,22,1
12,Drug Offense,25,26,2
12,Drug Offense,25,26,2
12,Non-Criminal,25,26,1
5,Non-Criminal,2,21,1
9,Miscellaneous Investigation,6,32,1
9,Other,31,20,1
10,Other,20,25,1
18,Burglary,30,22,4
18,Other Miscellaneous,30,22,1
0,Motor Vehicle Theft,23,8,4
10,Other Miscellaneous,15,31,1
11,Other Miscellaneous,15,31,1
14,Non-Criminal,14,26,1
12,Drug Offense,25,25,2
12,Drug Offense,25,25,2
10,Larceny Theft,26,29,4
12,Assault,25,24,4
15,Burglary,21,5,4
15,Larceny Theft,32,22,4
12,Larceny Theft,27,18,4
16,Larceny Theft,26,22,4
7,Assault,23,27,4
13,Burglary,22,20,4
13,Warrant,22,20,1
9,Warrant,21,19,1
21,Motor Vehicle Theft,7,38,4
13,Recovered Vehicle,25,20,1
12,Other Miscellaneous,26,30,1
12,Other Miscellaneous,26,30,1
18,Larceny Theft,33,28,4
13,Assault,24,28,4
8,Sex Offense,23,30,2
9,Suspicious Occ,17,22,1
9,Other,27,25,1
16,Motor Vehicle Theft,29,26,4
17,Larceny Theft,15,7,4
17,Other Miscellaneous,15,7,1
12,Larceny Theft,6,22,4
12,Motor Vehicle Theft,6,22,4
12,Traffic Collision,6,22,1
17,Larceny Theft,15,24,4
11,Non-Criminal,23,15,1
13,Disorderly Conduct,24,29,2
13,Other Miscellaneous,24,29,1
14,Assault,24,27,4
14,Disorderly Conduct,24,27,2
13,Burglary,27,26,4
17,Motor Vehicle Theft,15,30,4
12,Traffic Collision,24,22,1
6,Burglary,27,28,4
6,Malicious Mischief,27,28,2
13,Larceny Theft,15,26,4
15,Larceny Theft,15,19,4
18,Larceny Theft,6,29,4
13,Larceny Theft,26,27,4
20,Larceny Theft,28,29,4
13,Larceny Theft,27,32,4
13,Fraud,27,32,2
10,Suspicious Occ,26,28,1
14,Disorderly Conduct,33,27,2
14,Other Offenses,33,27,1
10,Burglary,24,33,4
16,Drug Offense,25,26,2
16,Drug Offense,25,26,2
16,Drug Offense,25,26,2
